unique_id/0,unique_id/1,asin,product_name,product_type/0,product_type/1,helpful,rating,title,date,reviewer,reviewer_location,review_text
1423318692:a_disappointment:thomas_k._parrent,362210,1423318692,"Terrorist: Books: John Updike,Christopher Lane",books,books,7 of 9,2.0,A disappointment,"September 26, 2006",Thomas K. Parrent,,"Updike failed to hold my attention throughout the story both because of its utter lack of suspense in any dimension and the inconsistencies in his character development.

As other have stated, you know from page one that the final page will involve an Arab, a truck and a bomb.  The lack of anticpation must therefore be compensated for by something else - perhaps excellent writing, interesting character development or original insights.  Updike fails to deliver on all three counts.

One particularly slipshod literary technique Updike uses is the phrasing he gives the title character Ahmad.  When Ahmad speaks, it is in the voice of an intelligent, thoughtful foreigner.  His phrasing captures very well the cadence, vocabulary and grammar of a well spoken non-native speaker of English.  Curiously, Ahmad IS an American, raised in New Jersey by a thoroughly American mother.  So, what influences created this stilted phrasing?  Updike is trying to somehow comvince us that a Jersey teenager speaks like a Pakistani or Egyptian immigrant.  There is no need for the technique and its inconsistency with the character's life is grating.

Updike also relies heavily on ethnic/religious stereotypes.  Sterotypes often have some basis in fact but generally make for uninteresting literature.  However, in Updike's case, the stereotypes make little sense at all.  For instance, a high school counselor's entire personality is attributed to his ""Jewishness"" both by himself and by others who opine on his personality.  This is particularly curious given that the man was not raised as a Jew and, in fact, his family had rather adamently turned away from the religion two generations earlier.  So where does all the Jewsih influence come from?  Likewise, Ahmad's mother's personality is often linked to her Irish heritage.  Yet there is no evidence whatsoever that her Irish background (which could have been many generations ago) has influenced her one bit.  The reader is left once again to wonder what motivates the stereotype - other than simply poor writing and careless character development.

Another out of place literay technique involves the inclusion of fairly lengthy passages from the Korna in Arabic.  Obviously, few Western readers will understand Arabic and it seems meerely pretensious for Updike to include the original language rather than paraphrasing or translating the passages.  What comes across is an attempt by the autohr to show he has done his research.  If that is truly the point then the reader must wonder why the passages are reproduced in Western script rather than Arabic script.  After all, the Koran is not written with Western phonetics in mind.
Ultimately, the book leaves one wondering why such a lightweight, poorly constructed piece was released by such a skilled author"
"1416537783:when_authors_are_sloppy:dan_poynter_""author-publisher-speaker""",362654,1416537783,Hawke: A Thriller: Books: Ted Bell,books,books,1 of 5,2.0,When Authors are Sloppy,"October 14, 2006","Dan Poynter ""Author-Publisher-Speaker""","Santa Barbara, CA United States","Sometimes a reader knows more about a narrow subject than the author. When the author is in error about that subject, the reader may question the accuracy of the descriptions in the rest of the book. Such is the case here.

I've written 123 books; several on parachutes and skydiving. I am a pilot, skydiver and parachute rigger; I know the sport and the industry.

The author wrote:

""We use flat chutes as parasails.""
What is ""flat""? Square? Rectangular? Ram-air?
A ""parasail"" is a kite and is usually under tow behind a boat. This sentence does not make any sense.

""Four miles up, he pulled"". That would be 21,120 feet.
The use of oxygen is not mentioned.

""Ferocious, out of control spiral. One of the cells collapsed.""
The collapse of a single cell will not cause a fast turn and the cell is easily re-inflated.

""Corkscrewing caused the other cells to collapse.""
Not likely.

""Guide lines""
An uncommon reference. They are referred to as control lines or toggles.

He jettisoned the main canopy at 15,000 feet. He freefell ten seconds and opened his reserve at 12,700 feet. The rest of the team on this HAHO jump would still be at 18,000 feet.
""Five minutes later."" He would be at about 8,000 feet.
""He estimated he had about 15 minutes of glide remaining.""
More like eight minutes.

 ""He was so relaxed, he was startled to hear canopies fluttering all around him and the sound of men splashing down just under him.""
How did they all beat him to the landing area? They were 5,000 feet above him.

Fiction writers have a responsibility to make their descriptions accurate.
When a reader finds obvious discrepancies in one area, it makes him or her wonder if the rest of the book is accurate.

And, the writing is not creative.



Dan Poynter
The Parachute Manual And  The Skydiver's Handbook.
DanPoynter@ParaPublishing.com."
1415921318:good_idea_didn't_translate_into_a_book:a_book_lover,363821,1415921318,Coach: Lessons on the Game of Life: Books: Michael Lewis,books,books,2 of 6,1.0,Good idea didn't translate into a book,"September 17, 2005",A book lover,and others,"I like the idea that Michael Lewis wrote this book/article to defend a man whose coaching techniques are clearly out of style in todays world of my child this and my child that. Having said that I did not like this book:

1) the writing was chopping and hard to follow at times. i had to re-read many sentences to understand lewis' point.

2) the story lacked the depth of lewis' other wonderful books - where's the who/why/what that lewis used to moneyball (and others) educational - i wanted the story behind the story.

3) who were all the pictures of? i found them distracting...

i'll continue to read lewis' books bu thope the next one is bette"
0870293214:limited_:zandell,363852,0870293214,"Sad Isn't Bad: A Good-Grief Guidebook for Kids Dealing With Loss (Elf-Help Books for Kids): Books: Michaelene Mundy,R. W. Alley",books,books,20 of 26,2.0,Limited,"September 29, 2005",Zandell,California,This book would not be helpful for children of faiths other than Christianity
"0071419799:beware!_this_is_a_book_by_robert_harbin__no_david_brill!!!:l._cousins_""ana_cousins""",366054,0071419799,"Teach Yourself Origami: Books: Robin Harbin,David Brill",books,books,,1.0,Beware! This is a book by Robert Harbin  NO David Brill!!!,"April 8, 2005","L. Cousins ""Ana Cousins""","Rhode Island, USA","This book is the same as ""Teach Yourself Origami"" and ""Origami, the Art of Paper-Folding"", just with another cover to make you think it is new, also in the webside they describe it as a book of David Brill, it does not contain nothing of him, not even his name mention!?!?
If you have no origami book, it could be good for you, other wise beware!!"
0553381393:story_telling_at_its_worst...:j._peterson,366584,0553381393,Tides of War: Books: Steven Pressfield,books,books,3 of 6,1.0,Story telling at its worst...,"May 12, 2006",J. Peterson,"Ames, IA United States","I started reading this immediately after the last REH compilation and there could not be a greater difference in story telling. While REH was first and foremost a story teller, Pressfield uses one of the absolute worst devices in his recount of a grandson of his grandfather's remembering his conversations with a client who knew the famous Alcibiades. This, as previous reviewers have mentioned, creates a large gap between reader and story. But why do this? Why use such a crappy method of story telling? I guess it pads the book with unnecessary dialogue. All in all, it's a slow, uninspired, day dream story. So crappy that I felt it necessary to write this review echoing previous harsh reviews.

I want my money back"
"0786175702:her_eduation_was_a_waste:deborah_bernardy_""proud_feminist""",366904,0786175702,"The Politically Incorrect Guide to Women, Sex, And Feminism: Library Edition: Books: Carrie L. Lukas,Dianna Dorman",books,books,15 of 53,1.0,Her eduation was a waste,"August 30, 2006","Deborah Bernardy ""Proud Feminist""","Winthrop Harbor, IL United States","Look, the fact is feminism is about CHOICE no more, no less. I have the highest respect for stay at home moms--it is the hardest darn job on Earth. But this woman is WAY off base to say that feminism sold us a lie. Feminism GAVE us a choice. It told us we did not HAVE to pretend to believe we were June Cleaver if that was not what was in our hearts and souls.

Personally, I could not have children and ONLY feminists have not made me feel like an alien species. I work with troubled teens, my skills do not go to waste, I spoil my nieces and nephews--I am fulfilled and happy. My sister is a stay at home mom with three beautiful boys, she is fulfilled and happy,FEMINISM gave us those choices, ladies.

We were not ""sold"" ANYTHING, we were given much by the women who burned their bras before us. IF you feel belittled by staying home with your children and doing the world's most important job, I think that is YOUR issue and not NOW's. Stop blaming feminism for YOUR insecurities, if you are feminist--stop blaming your mother for your insecurities--you have choices BECAUSE of FEMINISM not despite it!"
3447020024:get_the_paperback:jonathan_bailey,369400,3447020024,A Dictionary of Modern Written Arabic (Arabic / English): Books: Hans Wehr,books,books,8 of 11,1.0,Get the Paperback,"December 25, 2004",Jonathan Bailey,"Lawton, OK USA","My mother bought this for me for Christmas. She used the ""available new and used"" section to get it a little cheaper. She ended up paying $160 or so. When I put this on my wish list I thought that this hardcover version would be the Arabic-English/English-Arabic, considering that it was $175 and the paperback of the Arabic-English only was available for $45. As it turns out, this is only the hardcover of the Arabic-English only. So for one, my mother paid an additional $115 for only the hardcover version of a book that I could have gotten in the paperback for $45. I still do not have the English-Arabic of the Hans Wehr edition"
"0486287149:zero_stars_if_i_could:h._l._mackins_iii_""lover_of_shiny_discs""",371532,0486287149,"Death in Venice (Dover Thrift Editions): Books: Thomas Mann,Stanley Appelbaum",books,books,4 of 29,1.0,Zero stars if I could,"January 8, 2005","H. L. Mackins III ""lover of shiny discs""","San Francisco, CA USA","I was a philosophy major in college and I hated this book.  But then again, the whole NAMBLA fic genre really doesn't do it for me.  I'm sure some literary aesthetes are going to pick this review apart, good for them.  I'm incredibly well-read and thought this one was just a tepid bore.  Save your time, read some Dostoevsky, some Dickens, some Milton, (...)"
0787119709:one_of_the_worst_novels_i_have_finished_this_year:todd_shampoe,373333,0787119709,"Outlaw Mountain (Joanna Brady Mysteries (Audio)): Books: J. A. Jance,Yancy Butler",books,books,1 of 9,1.0,One of the worst novels I have finished this year,"October 25, 2001",todd shampoe,"HOUSTON, TX United States","Maybe it is me but this novel was about as exciting as watching the grass grow.  It is the first mystery novel that I have read by a female author and I hope that it is not representative of the gender.  But, by the reviews here, all by women, I can see that Jance writes to that crowd.  Her readers seem to like being taken down the aimless boring pass of relationship drible. If you want to spend 10 pages with the main character sitting and talking about nothing in her mothers house or on her friends porch talking about their health than this book is for you.  It is amazing that Jance can start great with the murder scene and then 200 pages later start uncovering her first clue, the insulin bottle.  Jance gives no indication that Oak Vista or the stranded stranger are even remotely related to the story. Do not start this book it is absolutely a total waste of time.  If you want a good mystery read Coben, Crais, Patterson or Michael Connely"
0618526412:boring:the_handy_lady,378756,0618526412,The Heart Is a Lonely Hunter (Oprah's Book Club): Books: Carson McCullers,books,books,0 of 10,2.0,Boring,"May 29, 2006",The Handy Lady,"Albuquerque, NM","This book started well, but fell flat in the middle. What little conflict there was in the beginning was resolved halfway through. Even the shooting incident couldn't manage to hold my interest because it was resolved so quickly.

Well, I didn't bother to finish it--I have limited time for reading, and I don't like to waste it."
0446690619:it_is_ok!:pamela_k._berning,381005,0446690619,"What Your Doctor May Not Tell You About Hypothyroidism: A Simple Plan for Extraordinary Results: Books: Ken Blanchard,Marietta Abrams Brill",books,books,5 of 45,2.0,It is OK!,"September 21, 2005",Pamela K. Berning,,It is a very dry book and hard to stay interested in.  I am barely able to stay awake while reading it.  It does have some interesting things
"0671470248:four_hours_of_fiction:""jackiesdog""",381138,0671470248,Salvador: Books: Joan Didion,books,books,14 of 34,1.0,Four hours of fiction,"November 16, 2001","""jackiesdog""","Sonora, Mexico","And quot;SalvadorAnd quot; completely discredits Joan Didion and all of her books. The two weeks she is believed to have And quot;livedAnd quot; in El Salvador was actually a mere four hours. Any truths in this book, and there are but a handful, have been obtained by outside sources, not by her own And quot;research.And quot; I lived in El Salvador when she came in to gather info for her story. It is an outrage that she so flippantly used the sufferings of the Salvadorans to effect personal gain. If you want to read fiction, go ahead. She's a good storyteller. As a service to yourself, however, keep in mind that the author has almost zero first hand knowledge of what she writes. The only reason I have the book at all is that my father gave it to me. What a shame that he wasted his money on this piece of trash"
0142005126:this_book_is_not_worth_the_paper_it's_printed_on!!!:a_strange_one,381487,0142005126,Secret Knowledge (New and Expanded Edition): Rediscovering the Lost Techniques of the Old Masters: Books: David Hockney,books,books,24 of 38,1.0,This book is not worth the paper it's printed on!!!,"June 19, 2005",a strange one,"New York, NY","This book should get 0 stars; speaking as an artist myself, the theories laid out in this book are ridiculous. The basic gist of the argument seems to be that the work completed by the old masters was just too difficult to have been done without the use of optics, etc. To me it sounds like the desperate argument of a man who did not have either the talent or the determination to attain the skill of a great master, and therefore spent years constructing an elaborate excuse.

Admittedly, I could not even finish this book; after reading for the nth time a line of shaky, circumstantial evidence like ""all artists know that the ellipse of that collar is very difficult to draw, but there are no correction marks, therefore optics must have been used,"" I could not even stand to keep reading! On the contrary, all artists who have spent time and dilligent effort in becoming technically skilled know that although that ellipse may be difficult, after a few years of daily drawing and painting it becomes second nature, and could very well be drawn naturally with minimal correction.

That is just one example... the book is filled with flaky examples such as those - Hockney claiming ""this is too good to have been done without optics"" or ""this was too difficult to have been done without optics"" - and I found myself thinking over and over that the man simply must not have been disciplined enough in his own art, if that is indeed what he thinks. And, modern artists must remember this: nowadays, the work of the old masters seems very difficult because in modern times artists get nothing like the education or practice time had by the old artists, for many reasons. Superior art education is very hard to find, and there are many distractions in the modern world (TV, computers, having to hold a 'day job', lack of patrons, etc.) and therefore modern artists usually lack discipline and do not live and breath art in quite the same way that the old masters did. Therefore, most will never attain the skill of the old masters. But that is certainly no reason to assume that the old masters could not have done what they did without the help of technology!

Some of the other examples used as 'evidence' refer to 'odd' proportion, perspective, etc. in otherwise masterful work. I am surprised that this author (and those readers who are artists) apparently does not realize that throughout history, great artists did NOT necessarily strive for EXACT realism - even nowadays, photorealism is not necessarily considered great art by many artists, because after all we are ARTISTS not cameras! The point of realist art is to ACCENTUATE the reality, not to copy it! Therefore, many inconsistencies in proportion, perspective, etc. evident in old masters' work are not 'oddities' or 'mistakes', but purposeful exaggerations or adjustments to benefit the composition.

All that being said, I think this book may even be harmful to the budding artist, since it may cast doubt in the mind of the art student that he or she can build the skill necessary to paint in a masterful way without the help of 'trickery' or technology of some sort. Instead, an art student should be encouraged to build skill, discipline, and self-reliance - because THAT is the true secret of the great masters"
1891105035:if_its_too_good_to_be_true.....:julia_marr,385708,1891105035,30-Minute Meals: Books: Rachael Ray,books,books,2 of 6,1.0,If its too good to be true.....,"August 25, 2006",Julia Marr,,"Well you know the rest. Aside from her brash repetative demeanor her cooking has a lot to be desired. These meals CANNOT be done in 30 minutes, unless that is if you want everything half cooked. The book makes false promises and does not deliver. There are also NO PICTURES and NO INDEX and the recipes are very confusing..most of them deriving from an original Master recipe and then just changing one or two things. If you want good food and a good cook book don't buy into the hype and don't buy this book."
B000BLNP0K:very_disappointing....:auntie_mame,385999,B000BLNP0K,Looking for Peyton Place : A Novel: Books: Barbara Delinsky,books,books,4 of 8,2.0,Very disappointing....,"January 29, 2006",Auntie Mame,"Cape Cod, MA",Very seldom do I give up on a book; I gave up on this one after several attempts to finish.  I have read Barbara Delinsky in the past and have enjoyed her books. I remember the fascination with the Peyton Place/Grace Metalious hoopla in the 50's and 60's so I was expecting to enjoy this story.  It is dull and tiresome.
1400032261:bummer_subject_to_be_writing_about!:bill_c.,386439,1400032261,"New York Burning: Liberty, Slavery, and Conspiracy in Eighteenth-Century Manhattan: Books: Jill Lepore",books,books,3 of 34,1.0,Bummer subject to be writing about!,"September 28, 2005",Bill C.,Nevada,"No one alive today cares that NY had fires in 1741 (UNLIKE THE CHICAGO fIRE OF 1871). Why did author Lepore choose to bring up this terrible racial incident. Is she trying to create trouble? Be a traitor to her own race? Book is well researched I guess
but the racial subject matter stinks and was unnecessary to bring up! Totally unnecessary!"
"5559608661:not_recommended:reader_""a_reader_999""",386485,5559608661,The Glorious Cause: Books: Jeff Shaara,books,books,2 of 11,2.0,Not recommended,"May 8, 2006","Reader ""a_reader_999""",United States,"Yet another historical novel into which a lot of research and work was clearly put, but the result is dissatisfying largely because the author doesn't know how to write.

My single biggest objection to this book is the constant and annoying use of the author's alternative grammatical rules.  Comma splices and run-on sentences are not, and never will be, acceptable to me.  Occasional use can be overlooked, but Shaara peppers every page with them, tacking four or five or more predicates on to the same subject.  The effect is so glaringly obvious that it becomes difficult to continue reading.

The following example is made-up, but it is a good imitation of how Shaara writes:

""He turned in the saddle, rode toward his headquarters over the ridge, refused to look back toward the man receding in the distance, focused instead on the day ahead, forced himself to confront the bigger problems at hand.""

One often finds whole paragraphs composed of several run-on sentences in a row like this.  The result is a book that reads like a rough draft, or maybe not even that;  it reads like a collection of notes preparatory to writing a rough draft.  I don't understand how authors get away with publishing such half-finished work, and I don't understand why readers put up with it.

Another problem is the lack of convincing characterization.  Everyone is vaguely noble here, with the exception of a few complete cads.  Washington loves his wife and longs for peace and home.  Cornwallis loves his wife and longs for peace and home.  Greene loves his wife and longs for peace and home.  I think you get the picture.  Few characters stand out on their own.  Even Lafayette is just another young officer.  The author assumes that we already carry our own perceptions about the major characters and will plug them in at the start of the book.  And Shaara's attempts at making his characters witty never work.  The result is a cast of characters that is tedious and dull.

Beyond that, I'm doubtful about the author's device of switching focus among the various characters in each chapter.  It's fine when we leap across the Atlantic and jump into Franklin's mind.  But the rest of the time, it doesn't work well.  I find that I sometimes have to flip back to the start of the chapter to remind myself who has the focus.  Either I'm a lazy reader (and I'm not), or the device isn't working well.  In addition, this device constrains the author to keep the narrative focused almost entirely on Franklin in France, and Washington, Green, Cornwallis and Howe in America.  That means that we get only glimmers of the happenings in Parliament and the royal court in England, and the continental congress in America.  In effect, this novel is really about Washington's military camp and Howe's dinner table, which makes the narrative unbalanced.

Some aspects of the story are interesting.  I enjoy reading about Washington's maneuvers, and the repeated frustration at coming up with an empty bag and finding that the British have eluded him.  I learned a fair amount about just where the various forces were, and when.  But I wish now that I'd just bought a decent beginner's history on the war.  Most of the book, as literary fiction, left me cold"
0517884410:a_good_compilation_of_early_20th_century_physics:chris,390548,0517884410,Relativity: The Special and the General Theory: Books: Albert Einstein,books,books,2 of 98,1.0,A Good Compilation of early 20th century Physics,"January 22, 2005",Chris,"Waynesville, Missouri USA","This is a good book, but most are under the impression that Einstein actually CREATED the content of the book.

Einstein actually compiled the physics theories of the latest German and Italian physicists and wrote it as his entire theory.

For instance, e=mc^2 was not created by Einstein, as so many people people. An Italian physicist came up with it. If you don't believe me check any encyclopedia.

Einstein suceeded in taking everyone's work and compiling it. This was helpful to the world of physics.

Unfortunately, this stuff is outdated, and Autodynamics has disproven many things that Einstein says in this book. When it came out it was already outdated. This was published in the 60s. Autodynamics disproved what is in this book in the 40s (45 I believe). If this was published in the 20s or even the 30s, it would have been a good book"
"0140072799:she's_at_it_again!_why_did_gypsy_rose_lee_pair_up_with_rachel_shteir:terry_shulman_""terry""",391464,0140072799,The G-string Murders: Books: Gypsy Rose Lee,books,books,,1.0,She's at it again! Why did Gypsy Rose Lee pair up with Rachel Shteir,"August 29, 2006","Terry Shulman ""Terry""","Detroit, MI","I had to take a look at this book just like I did Rachel Shteir's previous book ""Striptease"" to see if the online reviews were true. Sadly, they were. Like ""Striptease"", this book was full of typo's and appeared poorly organized and written. One would think that Ms. Shteir would have learned from her previous book--which also had similarly poor reviews. I wonder why Gypsy Rose Lee paired up with her. I can only guess at Ms. Shteir's fascination with this topic: my guess is that she wishes she could be a stripper herself (or maybe she is). I base this in part on a meeting with Ms. Shteir a year ago when I invited her to write about a professional conference I organized and presented at: she wore a very low-cut blouse as she interviewed people. I'm no prude but this was highly inappropriate and distracting people told me. On top of that, her article was chock full of misquotes, errors in fact, and adopted a perspective that nobody who attended the conference could relate to. Oh well, I can only hope that Ms. Shteir's next project will be more accurate and also that she will make clear her real interest in her subject matter. Gypsy Rose, I guess we both made the same mistake: trusting someone like Ms. Shteit to help us tell a story who didn't have the heart or the skills to pull it off"
0891096957:it_was_so-so:new_parent_of_teen,392602,0891096957,"Parenting Teens With Love And  Logic: Preparing Adolescents for Responsible Adulthood: Books: Foster W. Cline,Jim Fay",books,books,3 of 11,2.0,It was so-so,"January 19, 2006",New parent of teen,,"I found the book had some ideas that helped, but it was unrealistic in many ways.  I am spiritual, but I didn't appreciate the religious opinion it gave"
"0395860210:great,_perhaps,_for_english_majors,_but_boring_for_my_bookclub.:j._rockafellow_""busyjr""",398422,0395860210,American Pastoral: Books: Philip Roth,books,books,1 of 5,2.0,"Great, perhaps, for English majors, but boring for my bookclub.","September 24, 2006","J. Rockafellow ""busyjr""","DOBBS FERRY, NY United States","American Pastoral was repetitious to the Nth degree. I read the Human Stain a few years ago, and it was good.  But, in Pastoral, the reader is put through a zillion permutations of possible dialogs between the Swede and a psychoanalyst, and between his daughter Merry and a psychoanalyst, but absent the psychoanalyst: Roth is our psychoanalyst. What he misses, however, is that we simply have to realize that interpersonal dynamics are sometimes beyond our control. The Swede never failed as a father; rather, he failed because he couldn't let go of his sense of responsibility for her"
"189110523X:nothing_new:l._cosgrove-wagar_""serenity_now!""",398557,189110523X,Comfort Food: Rachael Ray's top 30-Minute Meals: Books: Rachael Ray,books,books,9 of 16,1.0,Nothing new,"June 23, 2006","L. Cosgrove-Wagar ""Serenity now!""",Los Angeleez,"Same ole same ole, just another way for her to make a buck. Shame"
186207786X:ok:david_blanton,398721,186207786X,Miami (Classics of Reportage): Books: Joan Didion,books,books,,2.0,OK,"November 19, 2006",David Blanton,"Raleigh, N.C.","This is a complex and detailed history chiefly of Cuban exiles in South Florida and the influence they have been able to wield regionally and internationally with and without the help of various U.S. administrations. In that sense, it is the story of two cities - Miami and Washington - and two peoples - Americans and Cubans.

I have an objection, though, with the stone-hard style in which this volume is so meticulously, even gorgeously at times, written. Didion strives to be so achingly academic that there is little real heart to this book and, worse, the result is a cold, humorless, colorless story that is at times an unappealing example of ideological abstractions and alphabet soup.

The author, in her conspicuously clean and parenthetical prose, apparently is so charged by the subject of her research that she has forgotten there are people on the other end - readers. It is, in that sense, a boring little disaster of a book."
0613069188:i__lost_chromosomes_reading_this_book!:l._goldstein,399300,0613069188,Chromosome 6: Books: Robin Cook,books,books,1 of 2,1.0,I  LOST CHROMOSOMES READING THIS BOOK!,"March 13, 2005",L. Goldstein,,"I don't know what to say about this book. It is the single worst book I have ever read in my young life.  I feel like I've witnessed a horrible tragedy and am at a loss for words to describe it.  I would say at some point in the book, maybe about halfway, every line of dialogue, every characterization, every plot point, is absolutely terrible.  This book is truly an offense to literacy, and I cannot understand how a publisher of any merit or author could publish and print this trash.  I can only imagine that Robin Cook either allowed a child to write this book,or was chronically drunk while writing it. Either that or he has lost his faculties altogether. I have read children's essays that have been better written.
While it would take a novel to explain all the problems with this book, the highlights are:
-knowing the mystery 50 pages into the book and being forced to painfully watch the dumb characters discover the mystery
-cliche mania with lines like, ""I going to get to the bottom of this mystery"" and when the character's discover something, giving each other high-fives.
-racist remarks about blacks living in harlem about how they like to steal televisions, own guns, and play basketball.
-stereotype characters such as mafioso that like to eat spaghetti and named dominick and vinny.
-incredible suspension of disbelief when the heros, nyc coroners, fly off to africa on a moments notice because they want to finish their case of a dead body. (also paying for their friends to come too)
-wandering around the main installation easily where the evildoers are working, and asking questions, and getting answers to them real easy.
-incredible annoying characters that make inappropriate jokes. (i.e. making sarcastic remarks to a guy holding a gun on them)
-the book spirals into total madness in the last 50 pages to a beyond implausible ending. I got a sense whoever wrote the end of book was on sleeping pills when he wrote it.
If anyone thinks this book is better than two stars, they need their head examined."
1591022878:mr._hall_needs_an_editor.:s._jackson,400306,1591022878,Nanofuture: What's Next For Nanotechnology: Books: J. Storrs Hall,books,books,7 of 7,2.0,Mr. Hall needs an editor.,"December 8, 2005",S. Jackson,midwest,"I can't give this book more than two stars, and that's being generous.

Mr. Hall does present some interesting ideas, but unfortunately, his editors have done him a huge disservice. Here are the first three sentences of Stage I, on page 23;

Essentially what we have now--nanoscale science and technology--including the ability to image at the atomic scale with scanning probe microscopes, and a very limited ability to manipulate, that is, by pushing things around with the same scanning probes. A scanning probe is essentially like feeling something with a stick. Because you have a computer behind it, you can touch it in a very close grid of points and produce a picture.

I made it through the first fifty pages, and it didn't get any better.

I don't know if Mr. Hall had a final read before publication, or not, but someone should have stopped this book from being published until it was properly edited."
"0399145672:horrible_book,_keep_away!:no_name",400702,0399145672,Big Trouble: Books: Dave Barry,books,books,0 of 1,1.0,"Horrible book, keep away!","November 2, 2006",No Name,"Haifa, Israel","I'm a fan of Dave Barry, I enjoy his column, I enjoyed some of his books in the past, and I bought this one with great anticipation. Boy was I disappointed! The story is meaningless, the characters are not interesting, the events are mostly dumb and the dialog is uneven and unfunny.

Do yourself a favor, do not read this book! I can't believe anyone recommends it"
0670033111:inventing_the_rest_of_our_lives:_women_in_second_adulthood:sally_smith,401548,0670033111,Inventing the Rest of Our Lives: Women in Second Adulthood: Books: Suzanne Braun Levine,books,books,23 of 38,2.0,Inventing the Rest of Our Lives: Women in Second Adulthood,"January 11, 2005",Sally Smith,that I ordered some time before publication after hearing of it,"After anticipating the arrival of this book (that I ordered some time before publication after hearing of it), I was disappointed.  Although the subject is timely, the writing style smacks of academia and therefore, will not appeal to the mainstream (reader).  Because I'm tenacious by nature, I finished the book, but found my mind wandering throughout because it simply did not hold my attention.  Too bad - it could have been inspirational"
"0345460588:if_you_like_starfist,_don't_buy_this_book.:john_grove",408265,0345460588,"Backshot (Starfist: Force Recon, Book 1): Books: David Sherman,Dan Cragg",books,books,4 of 6,1.0,"If you like Starfist, don't buy this book.","November 21, 2005",John Grove,,"I've read and enjoyed all the StarFIST novels. This is one of them in name only. It starts like a typical Starfist novel and even ties in some references to Charlie Bass and high level politicians but there the similarity ends.

I never did figure out what the author's point was except perhaps to rake in some quick cash. The men of the FIST are hard working, hard fighting Marines who trace an honorable history back to the US Marines of the 19th And  20th century. These ""Force Recon"" marines are a ruthless bunch of screw-ups who could trace their ancestry back to the Waffen SS.

Rather than root for them I soon found myself rooting for the opposition. They invade a fellow member of the confederation, screw-up their primary assignment, fail to get the info they were sent for, kill allied soldiers and airmen, murder helpless civilian prisoners, and assinate the leader of a confederation allied state.

Someone should remind the authors that Recon is about getting accurate, timely, information. It's not about blowing things up.

I really wasted my money on this book, I definitely won't be the first lemming off the cliff the next time these authors have something to peddle."
0060571993:dreadfully_boring:prairie_pal,409877,0060571993,A Crack in the Edge of the World: America and the Great California Earthquake of 1906: Books: Simon Winchester,books,books,4 of 5,2.0,Dreadfully Boring,"April 28, 2006",Prairie Pal,"Winnipeg, Canada","How can a best-selling author like Simon Winchester take an event as exciting as the San Francisco Earthquake of 1906 and turn it into a tedious snooze-fest? One answer: write as if you had just discovered an adjective mine and were free to throw in extra descripitive terms on every line until listeners scream for an end to florid phrases. Another: strive to break the record for most clich?s in a single paragraph. Finally: write about events in 1906 as if no one but Simon Winchester had ever before thought about their consequences -- thus, everything in this tedious narrative becomes about Simon. Simon and the raccoons; Simon on the failing American economy; Simon attempting to reproduce American accents. This is a CD set for avoiding"
"1581168357:sooo_lifetime!:lainie_hardman_""belize_it!""",409903,1581168357,Exit Wounds: Books: J.A. Jance,books,books,2 of 6,1.0,Sooo Lifetime!,"October 25, 2004","Lainie Hardman ""Belize it!""","San Diego, CA USA","If you like this book you will probably like ""Bless the Child"" by Cathy Cash Spellman.  They are very similar.  This book can be summed up in one word, simple: simple-minded, simple characters, simple plot (applied loosely), and simple premise.  What a contrived piece of garbage!

I can't describe everything wrong with this book because there's not enough time.  If it's meant to be a mystery it sucks because you figure out who did it about halfway through.  If it's meant to empower women it sucks because the women are either victims, in denial, weak, worried about what everyone thinks, or oblivious.  If it's meant to promote animal adoptions it sucks because the author's plea for that is irritating.  That's how bad this book is! It can make an animal lover say that its plea for more animal adoptions was annoying.

This author has no style.  The book reads like an episode of inside edition.  There is no immersion into the story.  The total lack of character development leaves you with no compassion for them.  As a reader I felt completely outside the story; an uncaring observer of a poorly described scenario.  The attempts to tug at my heartstrings were laughable.  I've been more moved by the appearance of colorful weeds on my lawn.  The only reason I read the whole thing was that my neighbor recommended it and loaned it to me.  Do not waste your time.

I must say though that this novel was inspirational.  If this crap can make the best seller list, it gives me hope that my original fiction might get published"
1596008881:the_worst_of_catherine_coulter:j._phillips,409916,1596008881,"Born to Be Wild: Books: Catherine Coulter,Susanna Burney",books,books,3 of 4,1.0,The worst of Catherine Coulter,"October 1, 2006",J. Phillips,,"I am a big Catherine Coulter fan, but this book is awful.  You can skip all the Soap scenes, a waste of space.  Much of the dialouge made no sense and the characters were very flat.

Don't waste the $6, borrow from the library if you want to read"
"0471250325:obtuse_and_perhaps_worthless:thomas_e._meehan_""hudson_62""",413823,0471250325,"The CISA Prep Guide: Mastering the Certified Information Systems Auditor Exam: Books: John Kramer,John B. Kramer",books,books,10 of 10,1.0,Obtuse and perhaps worthless,"May 13, 2005","Thomas E. Meehan ""Hudson 62""",Central NC,"Why use 1 word when 12 will bewilder the reader and make the book that much thicker.  I can not believe that a qualified editor reviewed this book.

The wheat to chaff ratio is horrendous.  You can go whole paragraphs without coming upon anything worth knowing.

I can only hope that the actual CISA exam questions are not written as poorly as the sample questions within this book.

If you value your time, do not buy this book"
