unique_id/0,unique_id/1,asin,product_name,product_type/0,product_type/1,helpful,rating,title,date,reviewer,reviewer_location,review_text
"0312330529:very_inspiring:b._reddy_""sharadov""",275366,0312330529,Shantaram: A Novel: Books: Gregory David Roberts,books,books,,5.0,Very Inspiring,"November 19, 2006","B. Reddy ""sharadov""","Los Angeles,CA,USA","I chanced upon this book quite by accident.I am a big fan of books which inspire.This may not be a book which is high on the literary quotient, the writing does get rambling and long winded quite a number of times.But whats truly awe inspiring is its straight up from the heart.Its quite amazing that someone can go through so many emotions in a lifetime and actually make peace with all thats happened in a lifetime.
This book will give you plenty to think about long after you are done with it"
"0130847887:excellent_reference_and_good_coverage_of_all_comm_topics:r._smith_""flea333""",276840,0130847887,Digital Communications: Fundamentals and Applications (2nd Edition): Books: Bernard Sklar,books,books,2 of 2,5.0,Excellent reference and good coverage of all comm topics,"March 30, 2005","R. Smith ""flea333""","Rochester NY, USA","This book has been golden for two of my undergrad communications classes and is turning out an invalvuable reference for my graduate level comm class, which the professor is teaching from a variety of books. It is very easy to understand and the best part is it covers all the rigorous math. It could be more rigorous with the math in some cases. Still it is such a broad and complete coverage of all important topics it will serve as your comm encyclopedia."
"0393323714:reinventing_the_bazaar:_two_thumbs_up!:amber_munce_""princessnikkie""",277525,0393323714,Reinventing the Bazaar: A Natural History of Markets: Books: John McMillan,books,books,1 of 1,5.0,Reinventing the Bazaar: Two Thumbs Up!,"December 8, 2003","Amber Munce ""princessnikkie""","Santa Cruz, CA","Reinventing the Bazaar used real-life examples to make markets understandable to any reader.  From pharmaceutical companies to the Tokyo fish market, McMillan brings markets alive right in front of the readers' eyes.  He attempts to demystify the mystery behind markets, and in my opinion, he succeeds.  Each chapter presents a new market setting which McMillan uses to illustrate his various points.  While the book has an economic undertone, the level of writing is not above the understanding of even a high school student.  All terminology is explained not only with words, but with examples, as well.  The book was enjoyable, especially if you have little familiarity with various market settings.  However, I would encourage anyone to read this book because even the experts on markets will have their knowledge enriched by this book"
0471058947:what_more_can_i_say?:michael_p._snyder,278480,0471058947,Getting Into Character: Seven Secrets a Novelist Can Learn From Actors: Books: Brandilyn Collins,books,books,12 of 13,5.0,What more can I say?,"February 28, 2003",Michael P. Snyder,"Spring Hill, TN USA","The other reveiwers have it right. After studying more than 30 titles on the craft of writing, I can say that this is by far the most useful work on developing believable and well-rounded characters that I have seen to date. The information is timely, practical, and accessible. The examples are well-organized and perfectly suited to the material. The writer can take what he learns and put into practice immediately. Excellent work"
0374517886:the_vanished_yiddish_world_returns_to_life:ellie_reasoner,281000,0374517886,The Collected Stories of Isaac Bashevis Singer: Books: Isaac Bashevis Singer,books,books,4 of 4,5.0,The Vanished Yiddish World Returns To Life,"September 16, 2005",Ellie Reasoner,"Cincinnati, Ohio, USA","This truly excellent collection of Singer's stories (all originally composed in the Yiddish language) are as colorful as the people about whom the stories were written. Here are tales of weddings, of jokesters, of happy occasions of all variety, of feuding farmwives, and of unrepentant fools. After reading through a handful of Singer's works, a person gets the feeling of how it must have been to live as a Jew in eastern Europe a hundred years ago. This was a culture rich in its traditions and lore, a people who loved life and kept their identity through good times and bad. Singer, himself born and raised in the region so many of his short stories describe, was one of very few authors I would unhesitantly dub ""a human treasure"""
0199256047:the_clearest_ant:young_blaze,283828,0199256047,Reassembling the Social: An Introduction to Actor-Network-Theory (Clarendon Lectures in Management Studies): Books: Bruno Latour,books,books,9 of 10,5.0,The Clearest ANT,"February 18, 2006",young blaze,nomadic,"Perhaps it has a lot to do with the book being written in English (or at least it appears to have been, there is no translator listed), but this is by far the most lucid thing I've read by Latour. In a way it's a radical break, he finally embraces his troubled intellectual child Actor Network Theory, stops expecting its meaning to magically emerge from the context and sets forth exploring what it actually is and how it can work."
"0316693294:birthday_gift:meggan_d._jackson_""m._jackson""",288599,0316693294,Cat and Mouse (Alex Cross Novels): Books: James Patterson,books,books,,5.0,birthday gift,"September 26, 2005","Meggan D. Jackson ""M. Jackson""","Griffith, IN","I purchased this for my husband for a birthday gift, and it came on time and in perfect condition.
Thanks"
1854960784:question...:ellie_reasoner,292129,1854960784,A Tale of Two Cities (Soundings): Books: Charles Dickens,books,books,4 of 6,4.0,Question...,"August 3, 2006",Ellie Reasoner,"Cincinnati, Ohio, USA","I assume the plot of this famous tale is well known, so I won't spend time on it, but in recently re-reading this book for the first time since ninth-grade English class in the '90's, I was repeatedly struck by a piercing question: how exactly over time does drama become melodrama? Will our cherished novels seem melodramatic to readers a hundred-forty years hence? How does this happen, and is there ever an end-point to it? Dickens was by any standard a literary master, and if typifying one's age is a virtue, then he does this to perfection, yet if failing to achieve a universality unhindered by time (as other writers have done) is a limitation, then in this one sense alone Charles Dickens has an Achilles heel"
0395937787:algebra_2_textbook:j._ulshafer,295040,0395937787,"Algebra 2: Books: Ron Larson,Laurie Boswell,Lee Stiff,Timothy D. Kanold",books,books,,4.0,Algebra 2 textbook,"July 2, 2006",J. Ulshafer,,"I purchased the book with the intention of teaching myself all the core material in it. The material offers readers a limited number of examples per chapter per section. While these examples may sometimes make you wish for added detail, ultimately there is enough explanation to pull the reader through. Be sure you understand the previous chapter before moving onto the next or you will most likely get lost. In the end I was very satisfied with my order. Listen to me...if your at least decent in math you'll do just fine following this Algebra 2 textbook"
0743466772:great_book:kbtigerpaw,295785,0743466772,Chill Factor: A Novel: Books: Sandra Brown,books,books,0 of 1,5.0,Great Book,"October 14, 2006",Kbtigerpaw,Texas,First Book I've read from Sandra Brown and it was really great. It was a page turner from beginning to end. I found the book interesting and easy reading. A well written mystery suspense that keeps you guessing until the very end. Will not be the last Sandra Brown novel for me
"0374173273:an_author_who_does_his_homework:maitesr_""maitesr""",297880,0374173273,How to Be Alone: Essays: Books: Jonathan Franzen,books,books,4 of 5,4.0,An Author Who Does His Homework,"July 20, 2005","MaiteSR ""MaiteSR""","Boston, MA","First off, I loved the book cover- spine and all-- one of my all time favorites. It's what first attracted me to this book amongst the other forward-facing covers on the store's front table. Then the title, I loved that just as much. Both share the characteristics of being straightforward, to the point, and revealing. Both are perfectly simple. I read most the essays and came to think that a. this guy really does his homework and b. he has a vocabulary more voluminous than the decimal numbers of pi. I constantly begged for my dictionary. It's probably what gets him the press I knew before I picked this up: an intellectual snob. I guess he got that from the Oprah incident. But I also guess that there's lots of worse name calling that can happen to anyone in their career. What's up with this culture that it's so unacceptably horrible to be labeled an intellectual snob and so enviously warming to be called a pop culture icon? The attraction to Franzen's work is that he investigates and reveals- in a binary way: He's researching facts, he's listening to feelings; he's processing both to give an opinion. The best example of this is My Father's Brain in which he relates the Alzheimer induced decomposing of his father's brain. There is lots about the history and science of memory in this essay; as much as there is about how a family discovers and lives with its loss. Reading it you sympathize, you empathize and you learn. Equally as insightful are :
Lost in the Mail- a look into possible reasons behind Chicago's underperforming mail system
The Reader in Exile- a great reflection on the intellectual and emotional fruits of reading
First City- a historical and pensive piece about what pulls us towards cities
Meet Me in St. Louis- a piece that shares the two-sided feelings in a trio of situations (including the Oprah incident)."
"0521539773:a_great_read_that_makes_you_think.:g.jones_""book_junky""",298217,0521539773,Camus: The Stranger (Landmarks of World Literature (New)STUDY GUIDE: Books: Patrick McCarthy,books,books,,5.0,a great read that makes you think.,"September 28, 2006","G.Jones ""book junky""",South Orange County,"this is the first piece of writing i have read from albert camus and i found it very interesting. the character meursault is a very indifferent character who seems to be very impartial when he hears of his mother's death and kind of continues to be static untill the the second half of the book. i do not want to give the book away as some of the others have, but i feel that no matter what one person does and no matter what ones perception is, it can never match the perception of others. one of my favorite lines in the story is when meursault is talking to the chaplain about seeking redemption through god because according th chaplain ""it is not the human justice that matters but divine justice"" and meursault's response was ""it was the human justice that put me here"". no matter what acts you commit, whether they be henous, incensitive or loving, one way or another you will be judged and upon that judgement will be your sentence. it was definitely an easy read that takes the readers on a ride into the thoughts of a man who accepts the one thing he can not change; his fate. ""with this, i dont even have a chance to survive, not even a slim one"""
"0394823370:older_story...grandson_loved_it.:carolyn_j._bomar_""nana1418""",298893,0394823370,"The Lorax (Classic Seuss): Books: Dr. Seuss,Theodor Seuss Geisel",books,books,,4.0,Older story...grandson loved it.,"November 9, 2006","Carolyn J. Bomar ""nana1418""",Eads TN,Reminds me that conservation has been in the minds of some for a very long time.  My grandson who is four loved the story and understood the concept
0689868774:quick_action_and_unpredictable_twists_of_plot:midwest_book_review,299826,0689868774,JumpMan Rule #1: Don't Touch Anything: Books: James Valentine,books,books,1 of 1,5.0,Quick action and unpredictable twists of plot,"September 13, 2004",Midwest Book Review,"Oregon, WI USA","Playstation and X-box have nothing over the toy of the future: a time-travel device which allows for visits to the past. There's only one problem with Theo's enjoyment of the latest model: it appears to be defective, and his interactions with peoples of the past increasingly holds dangers of changing the future. The debut titles in the newe ""Jump-Man Rule"" series by James Valentine, Don't Touch Anything provides quick action and unpredictable twists of plot, including romance, making it a most unusual, satisfying adventure story recommended for ages 8-12."
"0099466023:should_be_a_4.5.__great_book!:scot_phennic_""reading_randomly_since_1999""",301086,0099466023,Swallows of Kabul: Books: Yasmina Khadra,books,books,,4.0,Should be a 4.5.  Great book!,"November 19, 2006","Scot Phennic ""Reading Randomly Since 1999""",The Great White North,"The cover of this book compares it to The Kite Runner, so it caught my attention.  I honestly could not stop reading as ""Yasmina Khadra"" does an amazing job of making believable and likeable characters.  He weaves a tale of how terrible situations eat away at people's humanity.

My only nit is the ending was a bit predictable.  That said, it was still a very good ending that rings true.  SPOILER:  If you wonder why she didn't come back, consider that she would not forget the face of the man that bumped into her on the street, which led to them being stopped, which ultimately resulted in her husband's death.

I honestly can't wait to read more by ""Yasmina Khadra"""
006016574X:history_that_reads_(almost)_like_a_novel:with_favourable_winds,301486,006016574X,"The Birth of the Modern: World Society, 1815-1830: Books: Paul Johnson",books,books,6 of 6,4.0,History that reads (almost) like a novel,"March 8, 2006",With Favourable Winds,like Kentucky,"Paul Johnson has written a 1,000-page book about various and sundry aspects of the years 1815-1830, years in which he rightly claims to find the origins of many aspects of the world as we know it today.  Johnson's chosen foci are certainly broad: he ranges from events in politics and law to music, science, and even opium use.  While almost every page is loaded with fascinating morsels of information that will certainly come in handy when you want to impress people at your next social function, Johnson's roving eye and pen can be disconcerting: he tends to shift topics very quickly and without warning.  Also, while the book claims to be about ""world society,"" Johnson spends the largest part of his time talking about British society -- but he's found plenty of ways to range geographically from the ""western"" United States (like Kentucky) to China and Singapore.  Throughout, his prose is generally crisp and pleasant to read.

Overall, Johnson has given us what might be the ultimate in bedtime reading: a vast book that one can pick up, open nearly at random, and learn something interesting about the past but which retains significance today"
"0967991544:it's_so_good,_i_read_it_in_bed!:rebecca_fleisig",302120,0967991544,The Ten Things All Future Mathematicians and Scientists Must Know (But are Rarely Taught): Books: Edward Zaccaro,books,books,49 of 49,5.0,"It's so good, I read it in bed!","October 11, 2003",Rebecca Fleisig,"Waterloo, ON","I teach a grade 5/6 enrichment program and am always looking for unique, stimulating material.  I have already written a fan letter to Mr. Zacarro about his Challenge Math book.  It is amazing.  Every teacher should have a copy.  I didn't hesitate to buy The 10 Things All Future Mathematicians and Scientists Must Know: But Are Rarely Taught and was again amazed.  It is so good!  Each chapter is a different andquot;truthandquot; about what math and science give us and the examples and stories used are interesting, poignant and relevant.  My kids love it and I hear them applying what they learn from this book to current events and problem solving. It will realy make them think. If you teach math or science to kids in grades 6 and up, you will be giving them a great gift by using this book in your classroom!  You may find yourself taking it home to read yourself at night too"
"0393052303:not_-_uncomplicated_but....wow:k._l._gallaher_""sir_ken_g""",302537,0393052303,All About Braising: The Art of Uncomplicated Cooking: Books: Molly Stevens,books,books,2 of 5,5.0,NOT - uncomplicated but....WOW,"April 8, 2006","K. L. Gallaher ""sir_ken_g""","Bartlesville, OK USA","The recipes in this book are often somewhat complex, but they are easy to follow and the results are wonderful. Braising does not aways take a long time either.  One of my favorites is Soy-Braised Chicken Thighs with Star Anise and Orange Peel - 40 minutes total"
1576753786:albion_walks_the_talk:michael_ball,303977,1576753786,True to Yourself: Leading a Values-Based Business (Social Venture Network): Books: Mark Albion,books,books,,5.0,Albion Walks the Talk,"September 4, 2006",Michael Ball,"Los Angeles, USA","Dr. Mark Albion is a consistent and heartfelt--seemingly lone, sometimes--voice of responsibility and truth in what's often a cynical, clutching corporate world.  I was energized by his first book, ""Making a Life, Making a Living (ML2)"" and empowered by ""True to Yourself.""

Albion builds upon the strengths of ML2 in his most recent title with practical, actionable strategies for transforming your business or career into one of real social value.  Readers walk away with principles they can start executing tomorrow, and a re-calibrated moral compass by which to measure their progress.

And Albion lives it:  While admittedly starting out with some privilege, he bravely walked away from a tenured position at Harvard Business School (simply unheard of) to follow his heart.  To this day, Albion continues to shun the easy money, and lives his life by the values he preaches.  You can practically count on one hand the number of businesspeople out there who truly walk the talk.

Whether it be the insatiable drive for ""more,"" or just the rudimentary economics of opening the doors everyday, any business can very quickly shake you free from your social moorings.  If you feel like you've lost your way, or just need some inspirational words ahead of that next challenge, ""True to Yourself"" is the book for you"
1880509083:required_reading!:james_jewett,304618,1880509083,Our Toxic World: A Wake Up Call: Books: Doris Rapp,books,books,6 of 6,5.0,Required Reading!,"February 4, 2006",James Jewett,"Munroe Falls, Ohio USA","When I first read the title, my first thought is ""I know this, I've heard it before"".

That is how I felt. Until I read the book. What an eye opener!

I happen to be one who rarely gets sick, and recovers quickly when I do. I also tend to opt for a healthier life style. However, there is a family history of cancer.

In reading this book, I realized that there is even more that I need to be doing to protect myself and my family. Dr. Rapp has done a considerable amount of research and shares her findings with the reader. Research references are listed at the end of each chapter for those wanting to learn even more.

If you own a home you need to read this book. If you rent a home or apartment, you need to know the information in this book. If you golf or live near a golf course, this book is for you. If you have children or grandchildren in school, consider reading this book"
"0071387730:a_must-have_in_your_job_market_arsenal:chandra_m._prasad_""(www.outwittingthejobmarket.com)""",307666,0071387730,201 Best Questions To Ask On Your Interview: Books: John Kador,books,books,10 of 11,5.0,A must-have in your job market arsenal,"May 10, 2005","Chandra M. Prasad ""(www.outwittingthejobmarket.com)""",www.outwittingthejobmarket.com,"This book was recommended to me by several people as I interviewed hiring managers, HR personnel, senior-level employees, and others for my own book on the job market.  By all accounts, my own included, 201 Best Questions is comprehensive, helpful, and tactical, an important read when one is preparing for an interview.  It is not an all-inclusive resource, only interview-targeted, but for what it is, the book is top-notch"
"007289539X:the_bible_of_modern_american_foreign_policy:""political-economy""",310164,007289539X,"Politics Among Nations: Books: Hans J Morgenthau,Kenneth W Thompson,David Clinton",books,books,3 of 3,5.0,The bible of modern American foreign policy,"June 9, 2003","""political-economy""",I studied the policies first and read the book the year after,"This is an essential read for anyone who wants a deeper understand of American foreign policy. A year after this book was published, there were over a hundred reviews. Regardless of whiether one disagrees or agrees with the author, finds the author right or wrong, interesting or boring, this book is one of the most influential books, if not the most influential book that affected American foreign policy. In fact, the current Bush Adminstration's policies, George Kenan's containment, Henry Kissinger's policies as well as countless adminstration's policies are shaped or affected by this book. My area of study is the foreign policy of Post World War Two American governments, and never have I understood it with greater clarity after I read this book. It is the thread which runs through the policies of all the administrations, differing on extent. (I studied the policies first and read the book the year after). It is a fascinating book and hard to put down. The author writes in a European style (beautiful long sentences,etc.), which in my opinion makes it more eloquent and in the opinion of my co-students makes it more difficut to read. He tries to give a balanced perspective from which one can think critically. Ms. Rice and Mr. Kissinger were heavily influenced by this book. To understand them, this is a must read. In and of itself, it is an excellent book, a classic, and thousands others significantly more qualified than I have reviewed it. Look even at other reviews on this website or at well known journals for a more accurate assement of the book itself by political scientists"
B000F4LMPS:time_regained:james_nelems,311042,B000F4LMPS,"O Lost: A Story of the Buried Life: Books: Thomas Wolfe,Arlyn Bruccoli,Matthew Joseph Bruccoli",books,books,15 of 16,5.0,Time regained,"February 14, 2001",James Nelems,"Norcross, Ga USA","What a wonderful book. It's too bad so many readers today know only Tom Wolfe, not Thomas Wolfe. Even though it has been at least 10 years since reading Look Homewood Angel, I knew almost immediately when I came to the new sections. They add a depth to the novel, bringing in the whole town and relatives, rather being only about Eugene Gant. My favorite Wolfe readings involve trains; the experience about time stopping for a moment when you look into the eyes of someone looking directly at you into the train, is exactly as I remember my earlier train rides.What are they doing now, that the train has passed? Other 800 page books might be dull, but not this one.  Having been given it as a present recently, I am very surprised and disappointed that it is already 'out of print.andquot; More people should know about O Lost"
"0071444637:up_to_date,_informed,_and_incredibly_compassionate!:webshred",311102,0071444637,"Living Through Breast Cancer: Books: Carolyn M. Kaelin,Francesca Coltrera",books,books,7 of 7,5.0,"Up to date, informed, and incredibly compassionate!","June 14, 2005",webshred,"Pasadena, CA USA","If you just want the latest research, go read the New England Journal of Medicine.  If you want the latest research PLUS experience, understanding, compassion, and answers to your most embarrassing questions, get this book!

I heard the co-author, Francesca Coltrera, speak a few weeks ago. I was absolutely blown away by how lucid, informed, and compassionate this woman was. She didn't just present the book as a bible for people undergoing breast cancer treatment (though it is that). She talked about it as a a kind of lifeline--a source to go to for questions the doctors and nurses don't have the patience (or experience) to answer.

I hope you don't need a book like this.  But if you do, this is the one to get"
0394586735:a_pleasure_to_read.:frank_desparrois,314225,0394586735,The Remains of the Day: (Movie Tie-In Edition): Books: Kazuo Ishiguro,books,books,2 of 2,4.0,A pleasure to read.,"July 11, 2006",Frank Desparrois,"Omaha, NE","When one begins to despair about the quality (or lack thereof) of the modern novel you come across a gem which dispels that despair for the time being. Not only is this one a gem but also it is something much more and being just over 240 pages one that I finished all too quickly. I could not get enough of it. The narrator and main character of the novel is a Mr. Stevens who is the butler of a mansion where he heads a considerable compliment of staff to keep it running smoothly. His employer, a Lord Darlington, is doing what he can to alleviate some of the supposed harsher terms of the Versailles treaty and realizes too late that he was being used as a pawn by the Germans. And what did Mr. Stevens think of this? He didn't, he maintains that wondering about what was happening would have interfered with his running of the estate. There is also the head housekeeper that he buts heads with a few times and also a few other instances which makes one wonder if she has something other that a professional interest in Mr. Stevens. You'll have to read the book if you want to know more. I read mainly Victorian literature simply because they are well written and what passes for a novel nowadays usually is not. If you get this book you will not be sorry."
0394532643:a_bible?:granger,317349,0394532643,The Way to Cook: Books: Julia Child,books,books,6 of 6,4.0,A bible?,"March 14, 2004",granger,"Ithaca, NY USA","Yes, it's the bible of cooking.  Its like a degree at the culinary institute.  However, its not an easy book to cook from.  Most recipes refer to several parts of the book for details on how to prepare different parts of the recipe.  So you contstantly have to page back and forth in the book.  Its intimidating for the novice who just wants to cook, but if you really want to learn about cooking then its THE book to have"
"0739316192:outstanding!:audiobook_lover_""audiobook_lover""",317525,0739316192,"The Mephisto Club: Books: Tess Gerritsen,Carolyn Mccormick",books,books,0 of 1,5.0,Outstanding!,"November 2, 2006","audiobook lover ""audiobook lover""",,"I agree with the other reviewers. This book is outstanding. If you enjoyed such books as ""The DaVinci Code,"" ""Angels and Demons,"" etc., you will enjoy this one.

Bravo to Tess Gerritsen. I am never disappointed with any of her works"
"1884910440:whoa_what's_this??????how_does_he_know_me?:anne_b._jones_""annebjones""",318167,1884910440,Writing a Book That Makes a Difference: Books: Philip Gerard,books,books,9 of 12,5.0,Whoa What's This??????How Does He Know Me?,"May 3, 2002","Anne B. Jones ""annebjones""",USA,"I was shocked to open this book and find the author's words targeting the very soul of my writing. It is a book about craft, not a pop culture andquot;I wanna write a bookandquot; manual.Gerard shows a great understanding of the motivation behind the need and desire to write well. He speaks to those who are willing to put effort and excellence where their pen meets the page.I heartily recommend this book"
"0399151966:recommended_for_men_and_women:craig_stephans_""shakespeare_on_spirituality""",319109,0399151966,He-Motions: Even Strong Men Struggle: Books: T. D. Jakes,books,books,39 of 41,5.0,Recommended for men and women,"October 13, 2004","Craig Stephans ""Shakespeare on Spirituality""","Charleston, SC USA","A recent Dallas Morning News column profiling T.D. Jakes quoted a University of Houston sociology professor saying that Jakes is ""incredible in how he's able to diagnose people's pain.  He has an uncanny ability to put a finger on the human condition."" Jakes' new book He-Motions illustrates the verity of the professor's statement.  In He-Motions, Jakes nails the issues and challenges Christian men face today in trying to fulfill their many roles and pursue their dreams.

Jakes writes from his heart and soul as a pastor, father, husband and entrepreneur.  In the opening pages, he describes his motivation for writing: ""I want to share what I've learned.  I want to cut through so much of the junk imposed on men today and talk heart to heart about what it means to be a man, not in some touchy-feely group hug kind of way but in an honest, soul-bearing way, which also respects men and honors the women who love them and whom they love.""

Jakes thoroughly succeeds in fulfilling his desire for this book.  Not only does he address male readers, but he also targets female readers who hope to gain insights about men.  Jakes' no-holds barred writing offers refreshing candor for those wanting an honest assessment of who they are and where they are in life.

Jakes writes about his childhood, his ministry, his family and his ups and downs in life-always tying stories to life lessons for readers.  It does not take the reader long to discern that Jakes possesses a vast breadth of wisdom and understanding about the inner workings of men in our culture.

Jakes writes that ""a man must value himself.""  He-Motions can help readers make great strides in finding value in themselves-regardless of their circumstances.  He encourages men to refuse to become discouraged but to keep moving toward their destiny while simultaneously enjoying the splendid moments of life's journey.

The book is written as if Jakes is in the room having a one-on-one talk with the reader.  If it was in fact such a talk, it would surely involve laughing, weeping, praying and dreaming.   One such example of the conversational style is when Jakes writes about balancing family and career.

He writes, ""I'm here to tell you that if you don't contain your work life and segregate it from your home life, then your career will consume the marriage like a campfire blazing outside of its circle of rocks and roaring into a life-threatening forest fire.""

There is not an area of discussion where Jakes lets men off the hook.  He writes authoritatively about power, money and sex.  In the financial arena, Jakes commands readers, ""Stop asking God to bless an area where you refuse to obey His Word for your life.""

In one relationship area after another, Jakes' writing leads the reader to self-examination, awareness, forgiveness and improvement.  His writing on subjects such as a man's relationships with his father, children, wife, other men, time, money and God is honest and down to earth.  It is also practical, as are the questions for men and women at the end of each chapter.

Throughout the book, Jakes references the life of David to shed light on the above relationships from a Biblical perspective.

Jakes encourages readers that ""someone needs to know who you are and where you are at all times in your walk and life.""  This book could be an effective tool to use in a discussion or accountability group to help people grow stronger relationships.   I encourage men and women to take advantage of the wisdom and insights Jakes shares in this book"
0060099682:zacks_method_will_help_you_make_money:matt_goldsmith,319445,0060099682,"Ahead of the Market: The Zacks Method for Spotting Stocks Early -- In Any Economy: Books: Mitch Zacks,Mitchel Zacks",books,books,0 of 2,5.0,Zacks method will help you make money,"June 26, 2003",matt goldsmith,,"I found this book very helpful in outlining the importance of research andamp; of tracking earnings estimates. Mitch Zacks gives a good overview of what the key factors are in determining whether a stock will perform. The Zacks Rank was also interesting as it looks like it has performed very well over the past years...It seems as if the Zacks Rank really is accurate, and more imporartantly a successful investing method...This is the first book I have read that has actually helped  me make money, rather than just provide broad based market overviews one sometimes reads. Overall good book, I would definitely recommend it"
"0739323687:a_must_read_for_all_non-scientists:anita_l._cole_""miami-dade_public_library_system""",319836,0739323687,"A Briefer History of Time: Books: Stephen W. Hawking,Leonard Mlodinow,Erik Davies",books,books,7 of 7,5.0,a must read for all non-scientists,"April 1, 2006","Anita L. Cole ""Miami-Dade Public Library System""",,"This is Hawking's attempt to write about complicated physics for those of us who did not do well in math and therefore did not take the advanced sciences requiring ability in math.  While still not an easy read, it it much easier than the BRIEF HISTORY OF TIME that he wrote for laypeople before this.  A person who wants to know what the current scientific thinking is about the nature of the universe will find it worth spending the time it takes to read and digest this book, as they will be reading about it from one of the leading scientists in this field.  Older teens who have some interest in sciences may also find this to be a helpful introduction to the concepts they think they want to study in depth"
"1841763713:the_cliff_notes_of_military_history:hiram_grant_""just_call_me_sam""",321209,1841763713,The Iran-Iraq War 1980-1988 (Essential Histories): Books: Efraim Karsh,books,books,1 of 1,4.0,The Cliff Notes of military history,"April 2, 2006","Hiram Grant ""just call me Sam""",,"The ""Essential Histories"" series from Osprey could easily be compared to the Cliff Notes series.  They'll give you a nice introduction to a topic you are not familiar with, but no real depth.  Most volumns are under 100 pages; therefore, don't expect many ""man in the trenches"" stories.

This volumn is a nice introduction to a recent war, and presented a bit better than most in the series"
"B000FIHZDW:canseco_and_juiced:john_v._gelsomino_""johng21""",321413,B000FIHZDW,"Juiced : Wild Times, Rampant 'Roids, Smash Hits, and How Baseball Got Big: Books: Jose Canseco",books,books,,5.0,Canseco and Juiced,"August 23, 2006","John V. Gelsomino ""johng21""","Chicago, IL",This was a very revealing look into how steroids played a role in baseball player success starting in the 1980s. This was an influential book which began a congressional search into the use of Steroids in baseball.
0764172948:quick_and_easy_way_to_find_the_facts:mjgreene@sover.net,322323,0764172948,"Profiles of American Colleges, 2001 (Barron's Profiles of American Colleges): Books: Inc. Barron's Educational Series",books,books,6 of 6,5.0,Quick and easy way to find the facts,"May 25, 1999",mjgreene@sover.net,Hanover New Hampshire,"It helped me place myself in the right direction as far as choosing a college. It's hard to choose colleges just by what you hear by older people but this book is extremely useful in information you need to know before  visitng a college. I would reccomand this book. The software was useful to  me, however if you know how to write a formal essay it's no big deal"
"1576752828:old_themes,_some_new_ideas_and_tactics:don_blohowiak_""lead_well_institute""",329348,1576752828,"Ideas are Free: How the Idea Revolution is Liberating People and Transforming Organizations: Books: Alan G. Robinson,Dean M. Schroeder",books,books,2 of 4,4.0,"OLD THEMES, SOME NEW IDEAS AND TACTICS","August 21, 2004","Don Blohowiak ""Lead Well Institute""","Princeton Jct., NJ USA","Rewind to 1992. It's the dawn of the so-called Information and Knowledge Age. Back then, I wrote a book on the need to liberate and effectively channel the creativity of all employees in an organization. The rationale: To create higher performing organizations in a time of intense global competition. With pressing needs for superior innovation. And improved productivity. Amid ever-leaner budgets. (Sound familiar?)

Flash forward a dozen years to today and IDEAS ARE FREE (a title echoing Phil Crosby's classic QUALITY IS FREE).

This new book makes clear today that my impassioned plea from a decade ago failed to eradicate idea-stifling organizational cultures. Way too many work places, it seems, still quell expressions of innovative thinking by both frontline employees and middle managers.

So the case for turning on the innovation spigot needs to be made again with renewed vigor. In answering that call, Professors Robinson and Schroeder offer some worthwhile and occasionally surprising and compelling contributions to this topic that is as relevant now as ever.

IDEAS ARE FREE presents an articulate case that organizations -- and individual managers -- need to unleash the *still* largely untapped brainpower intentionally and quite unfortunately held-back by employees.

Three elements make IDEAS ARE FREE especially worthy of your time and money.

1. The authors aim their advice at regular workaday managers. Sure, they rightfully point out how organizational systems are often ""dysfunctional."" And they make the case that many corporate practices actually *discourage* creative contributions by individuals even as they try to *incent* those very behaviors. But Robinson and Schroeder don't aim their prescriptions at policy-making top executives only. Many chapters conclude with what the authors term ""guerilla tactics"" -- clear directives for simple actions that even frontline supervisors can put to work ""without the boss's permission.""

2. The book dramatically makes the case that paying for ideas -- as part of an organization's formal suggestion systems -- is fraught with potential negative side-effects. My own corporate experience as an executive championing a newly installed suggestion system bears out the startling reality that this well-intentioned process can turn into a self-destructive minefield. (And, let the record show, I largely missed this dimension in covering suggestion systems back in my '92 work.)

3. Many interesting, well-developed (albeit occasionally dated) anecdotes illustrate the book's sound principles. They help make IDEAS ARE FREE a grounded, engaging, and palatable read.

Back in '92, I suggested in my book MAVERICKS! that, ""Managers should be asking questions like: What is the value of a useful new idea? If one good idea leads to another, where could thousands and thousands lead us? What is the cost to the organization for not tapping the endlessly renewable resource of ideas in our employees' heads?""

Getting to the root of the problem, I asked: ""Isn't the job of a manager to *recognize and choose* from lots of great ideas generated by fellow work associates?"" And answered: ""Unfortunately, most managers -- even those who claim they invite suggestions from their people -- subscribe to the time-honored myth that a manager's job is to *have* the ideas.""

In 2004, Robinson and Schroeder again plow many of these very same themes (and cite data that also have been around for a long time). Still, this book explores afresh the opportunities that arise from drawing out the best thinking of every employee. And it presents realistic tactics that all managers can deploy to effectively deal with these still-critical issues.

Wherever you sit in the hierarchy, read IDEAS ARE FREE to seize powerful ideas about potential gains for your organization's progress and prosperity.

Don Blohowiak
Lead Well Institut"
